 # psi_normal -- rmin=(Rmax-Rmin)/2 -- rmaj=(Rmax+Rmin)/2 -- rmin/rmaj
 0.4609375000000E+00  0.3236272777081E+00  0.1715911980579E+01  0.1886036587954E+00 
 0.4687500000000E+00  0.3271376939700E+00  0.1715677725563E+01  0.1906754917288E+00 
 0.4765625000000E+00  0.3306451356575E+00  0.1715439425531E+01  0.1927466110062E+00 
 0.4843750000000E+00  0.3341502289401E+00  0.1715196993558E+01  0.1948174059278E+00 
 0.4921875000000E+00  0.3376535961037E+00  0.1714950330978E+01  0.1968882655110E+00 
 0.5000000000000E+00  0.3411558480166E+00  0.1714699336116E+01  0.1989595731630E+00 
 0.5078125000000E+00  0.3446575843514E+00  0.1714443904375E+01  0.2010317068245E+00 
 0.5156250000000E+00  0.3481593941065E+00  0.1714183929133E+01  0.2031050391906E+00 
 0.5234375000000E+00  0.3516618564749E+00  0.1713919301044E+01  0.2051799383208E+00 
 0.5312500000000E+00  0.3551655426494E+00  0.1713649907303E+01  0.2072567688043E+00 
 0.5390625000000E+00  0.3586710151957E+00  0.1713375632438E+01  0.2093358913278E+00 
 0.5468750000000E+00  0.3621788287550E+00  0.1713096358333E+01  0.2114176631065E+00 
 0.5546875000000E+00  0.3656894941480E+00  0.1712811925846E+01  0.2135024217369E+00 
 0.5625000000000E+00  0.3692037489925E+00  0.1712522096292E+01  0.2155906483144E+00 
 0.5703125000000E+00  0.3727222645394E+00  0.1712226645091E+01  0.2176827849327E+00 
 0.5781250000000E+00  0.3762453615635E+00  0.1711925649890E+01  0.2197790316348E+00 
 0.5859375000000E+00  0.3797735688877E+00  0.1711618972557E+01  0.2218797378252E+00 
 0.5937500000000E+00  0.3833074119183E+00  0.1711306471149E+01  0.2239852524259E+00 
 0.6015625000000E+00  0.3868474127027E+00  0.1710988000191E+01  0.2260959239104E+00 
 0.6093750000000E+00  0.3903940905273E+00  0.1710663410404E+01  0.2282121007283E+00 
 0.6171875000000E+00  0.3939479627708E+00  0.1710332547702E+01  0.2303341319792E+00 
 0.6250000000000E+00  0.3975095451219E+00  0.1709995254237E+01  0.2324623674463E+00 
 0.6328125000000E+00  0.4010797128891E+00  0.1709651006774E+01  0.2345974185959E+00 
 0.6406250000000E+00  0.4046591178840E+00  0.1709299500656E+01  0.2367397391322E+00 
 0.6484375000000E+00  0.4082478592933E+00  0.1708940978887E+01  0.2388893849097E+00 
 0.6562500000000E+00  0.4118464531582E+00  0.1708575263066E+01  0.2410467142192E+00 
 0.6640625000000E+00  0.4154554166359E+00  0.1708202169494E+01  0.2432120881563E+00 
 0.6718750000000E+00  0.4190753766438E+00  0.1707821618096E+01  0.2453859186482E+00 
 0.6796875000000E+00  0.4227067694054E+00  0.1707433332494E+01  0.2475685353922E+00 
 0.6875000000000E+00  0.4263508796087E+00  0.1707036338246E+01  0.2497608692072E+00 
 0.6953125000000E+00  0.4300080654896E+00  0.1706630595513E+01  0.2519631762257E+00 
 0.7031250000000E+00  0.4336783590513E+00  0.1706216387367E+01  0.2541754740269E+00 
 0.7109375000000E+00  0.4373622915786E+00  0.1705793494540E+01  0.2563981472426E+00 
 0.7187500000000E+00  0.4410603975657E+00  0.1705361691824E+01  0.2586315851237E+00 
 0.7265625000000E+00  0.4447734077037E+00  0.1704920554828E+01  0.2608763243801E+00 
 0.7343750000000E+00  0.4485033278055E+00  0.1704468381788E+01  0.2631338501774E+00 
 0.7421875000000E+00  0.4522491827473E+00  0.1704006449126E+01  0.2654034454971E+00 
 0.7500000000000E+00  0.4560115267899E+00  0.1703534501932E+01  0.2676855245800E+00 
 0.7578125000000E+00  0.4597909183737E+00  0.1703052278612E+01  0.2699805074384E+00 
 0.7656250000000E+00  0.4635893739834E+00  0.1702558444025E+01  0.2722898445046E+00 
 0.7734375000000E+00  0.4674073473608E+00  0.1702052694605E+01  0.2746139110982E+00 
 0.7812500000000E+00  0.4712442677303E+00  0.1701535703863E+01  0.2769523241037E+00 
 0.7890625000000E+00  0.4751007212740E+00  0.1701007176303E+01  0.2793055360922E+00 
 0.7968750000000E+00  0.4789790952300E+00  0.1700465013343E+01  0.2816753602524E+00 
 0.8046875000000E+00  0.4828794749322E+00  0.1699909416955E+01  0.2840618859546E+00 
 0.8125000000000E+00  0.4868013741423E+00  0.1699341158843E+01  0.2864647699546E+00 
 0.8203125000000E+00  0.4907460219231E+00  0.1698759294301E+01  0.2888849665574E+00 
 0.8281250000000E+00  0.4947164137917E+00  0.1698161110424E+01  0.2913247811147E+00 
 0.8359375000000E+00  0.4987105387944E+00  0.1697549147838E+01  0.2937826804187E+00 
 0.8437500000000E+00  0.5027297722794E+00  0.1696922832219E+01  0.2962596546726E+00 
 0.8515625000000E+00  0.5067776760541E+00  0.1696278180132E+01  0.2987585892396E+00 
 0.8593750000000E+00  0.5108514300664E+00  0.1695618290690E+01  0.3012773764421E+00 
 0.8671875000000E+00  0.5149533826344E+00  0.1694941093078E+01  0.3038178640764E+00 
 0.8750000000000E+00  0.5190857689304E+00  0.1694244628681E+01  0.3063818294850E+00 
 0.8828125000000E+00  0.5232463420157E+00  0.1693531419519E+01  0.3089676022452E+00 
 0.8906250000000E+00  0.5274403549130E+00  0.1692796486738E+01  0.3115793062222E+00 
 0.8984375000000E+00  0.5316656838912E+00  0.1692043335823E+01  0.3142151696916E+00 
 0.9062500000000E+00  0.5359250485338E+00  0.1691268781236E+01  0.3168775149637E+00 
 0.9140625000000E+00  0.5402189299939E+00  0.1690472314796E+01  0.3195668602588E+00 
 0.9218750000000E+00  0.5445479844910E+00  0.1689653543992E+01  0.3222838116294E+00 
 0.9296875000000E+00  0.5489146203050E+00  0.1688810322235E+01  0.3250303560311E+00 
 0.9375000000000E+00  0.5533187407839E+00  0.1687943012618E+01  0.3278065293957E+00 
 0.9453125000000E+00  0.5577632701623E+00  0.1687050053569E+01  0.3306145356994E+00 
 0.9531250000000E+00  0.5622492145810E+00  0.1686130528158E+01  0.3334553317146E+00 
 0.9609375000000E+00  0.5667765136858E+00  0.1685184169074E+01  0.3363291230045E+00 
 0.9687500000000E+00  0.5713499495076E+00  0.1684206627599E+01  0.3392398178139E+00 
 0.9765625000000E+00  0.5759673298220E+00  0.1683200434134E+01  0.3421858253729E+00 
 0.9843750000000E+00  0.5806350751532E+00  0.1682159640039E+01  0.3451723970382E+00 
 0.9921875000000E+00  0.5853515994066E+00  0.1681085390042E+01  0.3481986119646E+00 
 0.1000000000000E+01  0.5901074152744E+00  0.1679982614411E+01  0.3512580488706E+00 
