 # psi_normal -- trapped fr. (est.) -- trapped fr. -- 1.46*sqrt(eps) -- ???
 0.3750000000000E+00  0.7072688296665E+00  0.5573417921114E+00  0.7788900075804E+00  0.3691094160901E+00 
 0.3828125000000E+00  0.7107257657808E+00  0.5603371435305E+00  0.7837894623720E+00  0.3714566997931E+00 
 0.3906250000000E+00  0.7141340860706E+00  0.5632926493528E+00  0.7886431001062E+00  0.3737788058665E+00 
 0.3984375000000E+00  0.7174956197871E+00  0.5662137897458E+00  0.7934529606130E+00  0.3760812445131E+00 
 0.4062500000000E+00  0.7208120849822E+00  0.5691023783214E+00  0.7982209641274E+00  0.3783675647137E+00 
 0.4140625000000E+00  0.7240851125353E+00  0.5719553699147E+00  0.8029489427899E+00  0.3806317985458E+00 
 0.4218750000000E+00  0.7273162510743E+00  0.5747737880523E+00  0.8076386453135E+00  0.3828739375011E+00 
 0.4296875000000E+00  0.7305069724557E+00  0.5775636647331E+00  0.8122917426512E+00  0.3851011082916E+00 
 0.4375000000000E+00  0.7336586771831E+00  0.5803249740107E+00  0.8169098337778E+00  0.3873140890848E+00 
 0.4453125000000E+00  0.7367726990950E+00  0.5830551739592E+00  0.8214944506006E+00  0.3895078013173E+00 
 0.4531250000000E+00  0.7398501198155E+00  0.5857547905754E+00  0.8260467809616E+00  0.3916817019045E+00 
 0.4609375000000E+00  0.7428922952695E+00  0.5884319474183E+00  0.8305684446277E+00  0.3938462849970E+00 
 0.4687500000000E+00  0.7459004678583E+00  0.5910828764150E+00  0.8350609228709E+00  0.3959970234944E+00 
 0.4765625000000E+00  0.7488757865073E+00  0.5937063499006E+00  0.8395255850764E+00  0.3981309235167E+00 
 0.4843750000000E+00  0.7518192918387E+00  0.5963031916498E+00  0.8439636634532E+00  0.4002473569683E+00 
 0.4921875000000E+00  0.7547319868907E+00  0.5988823524455E+00  0.8483763569700E+00  0.4023595996274E+00 
 0.5000000000000E+00  0.7576148323684E+00  0.6014371035198E+00  0.8527648231683E+00  0.4044578696112E+00 
 0.5078125000000E+00  0.7604687484721E+00  0.6039677851643E+00  0.8571301798412E+00  0.4065414763851E+00 
 0.5156250000000E+00  0.7632946168678E+00  0.6064753901711E+00  0.8614735069975E+00  0.4086102948760E+00 
 0.5234375000000E+00  0.7660932828329E+00  0.6089680160853E+00  0.8657958491661E+00  0.4106772370870E+00 
 0.5312500000000E+00  0.7688655580225E+00  0.6114386644444E+00  0.8700982187506E+00  0.4127312874578E+00 
 0.5390625000000E+00  0.7716122211915E+00  0.6138876572123E+00  0.8743815962971E+00  0.4147722705728E+00 
 0.5468750000000E+00  0.7743340199105E+00  0.6163170439525E+00  0.8786469323436E+00  0.4168013999442E+00 
 0.5546875000000E+00  0.7770316442074E+00  0.6187332483824E+00  0.8828951050151E+00  0.4188295147844E+00 
 0.5625000000000E+00  0.7797059338692E+00  0.6211297675153E+00  0.8871272470608E+00  0.4208465395525E+00 
 0.5703125000000E+00  0.7823576509650E+00  0.6235076634887E+00  0.8913443894530E+00  0.4228529614454E+00 
 0.5781250000000E+00  0.7849872720276E+00  0.6258679982053E+00  0.8955471258502E+00  0.4248488715600E+00 
 0.5859375000000E+00  0.7875954121616E+00  0.6282172001981E+00  0.8997362845543E+00  0.4268453063264E+00 
 0.5937500000000E+00  0.7901826640459E+00  0.6305490412792E+00  0.9039126738471E+00  0.4288322151352E+00 
 0.6015625000000E+00  0.7927495986471E+00  0.6328637651419E+00  0.9080770826354E+00  0.4308094796072E+00 
 0.6093750000000E+00  0.7952967662865E+00  0.6351618118910E+00  0.9122302817017E+00  0.4327762631242E+00 
 0.6171875000000E+00  0.7978246978330E+00  0.6374512975885E+00  0.9163730252052E+00  0.4347458226915E+00 
 0.6250000000000E+00  0.8003339053891E+00  0.6397252251780E+00  0.9205060513978E+00  0.4367073460129E+00 
 0.6328125000000E+00  0.8028251337029E+00  0.6419847194160E+00  0.9246304995350E+00  0.4386619697139E+00 
 0.6406250000000E+00  0.8052989475859E+00  0.6442298986909E+00  0.9287472318970E+00  0.4406089809346E+00 
 0.6484375000000E+00  0.8077555156644E+00  0.6464648720663E+00  0.9328564639558E+00  0.4425539645059E+00 
 0.6562500000000E+00  0.8101952829674E+00  0.6486890364183E+00  0.9369588813962E+00  0.4444971770256E+00 
 0.6640625000000E+00  0.8126186797592E+00  0.6508995385404E+00  0.9410551590519E+00  0.4464335430791E+00 
 0.6718750000000E+00  0.8150261937581E+00  0.6530967144149E+00  0.9451460837005E+00  0.4483631099827E+00 
 0.6796875000000E+00  0.8174181700272E+00  0.6552812613129E+00  0.9492322143445E+00  0.4502857386343E+00 
 0.6875000000000E+00  0.8197954920028E+00  0.6574604769820E+00  0.9533150489029E+00  0.4522137981924E+00 
 0.6953125000000E+00  0.8221584140099E+00  0.6596285696256E+00  0.9573950283429E+00  0.4541381067733E+00 
 0.7031250000000E+00  0.8245069728347E+00  0.6617850391963E+00  0.9614722244875E+00  0.4560571571305E+00 
 0.7109375000000E+00  0.8268415185440E+00  0.6639302790690E+00  0.9655472590434E+00  0.4579712274940E+00 
 0.7187500000000E+00  0.8291623894602E+00  0.6660641692779E+00  0.9696207467770E+00  0.4598797176312E+00 
 0.7265625000000E+00  0.8314700316724E+00  0.6681918488822E+00  0.9736935069128E+00  0.4617906040128E+00 
 0.7343750000000E+00  0.8337656541694E+00  0.6703126080175E+00  0.9777677349497E+00  0.4637035037888E+00 
 0.7421875000000E+00  0.8360486098185E+00  0.6724230729828E+00  0.9818423541077E+00  0.4656121277969E+00 
 0.7500000000000E+00  0.8383191933094E+00  0.6745236861105E+00  0.9859179587065E+00  0.4675170652825E+00 
 0.7578125000000E+00  0.8405776886937E+00  0.6766145264656E+00  0.9899951377765E+00  0.4694181669644E+00 
 0.7656250000000E+00  0.8428252254562E+00  0.6786974498768E+00  0.9940760339239E+00  0.4713183724435E+00 
 0.7734375000000E+00  0.8450619752630E+00  0.6807763478983E+00  0.9981610860469E+00  0.4732227163216E+00 
 0.7812500000000E+00  0.8472875085735E+00  0.6828470564033E+00  0.1002249636361E+01  0.4751260105991E+00 
 0.7890625000000E+00  0.8495020707365E+00  0.6849094913753E+00  0.1006342263044E+01  0.4770271226593E+00 
 0.7968750000000E+00  0.8517069129323E+00  0.6869652582133E+00  0.1010441434594E+01  0.4789294368200E+00 
 0.8046875000000E+00  0.8539019435867E+00  0.6890143949189E+00  0.1014547161325E+01  0.4808313504113E+00 
 0.8125000000000E+00  0.8560867534324E+00  0.6910550589073E+00  0.1018658855234E+01  0.4827304659001E+00 
 0.8203125000000E+00  0.8582618862153E+00  0.6930887871890E+00  0.1022777725117E+01  0.4846292741896E+00 
 0.8281250000000E+00  0.8604288180566E+00  0.6951180872466E+00  0.1026906793601E+01  0.4865312535469E+00 
 0.8359375000000E+00  0.8625862687442E+00  0.6971413989538E+00  0.1031043859419E+01  0.4884331728364E+00 
 0.8437500000000E+00  0.8647348052065E+00  0.6991586811594E+00  0.1035190242704E+01  0.4903368170923E+00 
 0.8515625000000E+00  0.8668761155179E+00  0.7011734028609E+00  0.1039349484402E+01  0.4922463549571E+00 
 0.8593750000000E+00  0.8690084872723E+00  0.7031802333389E+00  0.1043518550498E+01  0.4941530672978E+00 
 0.8671875000000E+00  0.8711329345853E+00  0.7051820626095E+00  0.1047699712601E+01  0.4960622221605E+00 
 0.8750000000000E+00  0.8732503635870E+00  0.7071801470965E+00  0.1051895091191E+01  0.4979748275073E+00 
 0.8828125000000E+00  0.8753593732292E+00  0.7091707650859E+00  0.1056102249275E+01  0.4998850097907E+00 
 0.8906250000000E+00  0.8774623536026E+00  0.7111598149049E+00  0.1060326326790E+01  0.5018031377782E+00 
 0.8984375000000E+00  0.8795579431960E+00  0.7131423389062E+00  0.1064564996139E+01  0.5037196328089E+00 
 0.9062500000000E+00  0.8816471912286E+00  0.7151217191674E+00  0.1068820795621E+01  0.5056412923250E+00 
 0.9140625000000E+00  0.8837300098446E+00  0.7170968685076E+00  0.1073093999307E+01  0.5075648116156E+00 
 0.9218750000000E+00  0.8858063861545E+00  0.7190672446891E+00  0.1077385049273E+01  0.5094910190271E+00 
 0.9296875000000E+00  0.8878771210803E+00  0.7210347850387E+00  0.1081696106023E+01  0.5114212536773E+00 
 0.9375000000000E+00  0.8899417977943E+00  0.7229980644665E+00  0.1086026836450E+01  0.5133546292194E+00 
 0.9453125000000E+00  0.8920013952771E+00  0.7249584910345E+00  0.1090379864454E+01  0.5152917018109E+00 
 0.9531250000000E+00  0.8940559580078E+00  0.7269178053310E+00  0.1094755903583E+01  0.5172360808752E+00 
 0.9609375000000E+00  0.8961050309316E+00  0.7288765826457E+00  0.1099154620472E+01  0.5191855174105E+00 
 0.9687500000000E+00  0.8981503148094E+00  0.7308355211367E+00  0.1103580362281E+01  0.5211448848629E+00 
 0.9765625000000E+00  0.9001903466476E+00  0.7327769537455E+00  0.1108030696509E+01  0.5230917687407E+00 
 0.9843750000000E+00  0.9022274482936E+00  0.7346927555689E+00  0.1112511478985E+01  0.5250207896194E+00 
 0.9921875000000E+00  0.9042603754229E+00  0.7366326295586E+00  0.1117020829930E+01  0.5269849378433E+00 
 0.1000000000000E+01  0.9062845781168E+00  0.7385484313819E+00  0.1121549389073E+01  0.0000000000000E+00 
